,count,values
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.quantity.value,2,['75']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.participant.participantRole.playingEntity.code.displayName,1,['Aerosol']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.performer.assignedEntity.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.recordTarget.patientRole.providerOrganization.telecom.value,2,"['tel: 555-555-5000', 'tel:(781)555-1212']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.text.reference.value,2,"['#problem1', '#problem2', '#problems', '#reaction1', '#reaction2', '#reaction3', '#severity1', '#severity2', '#severity3']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.assignedAuthor.addr.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.statusCode.code,2,"['active', 'completed', 'new']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.templateId.root,1,['2.16.840.1.113883.10.20.22.4.23']
ClinicalDocument.custodian.assignedCustodian.representedCustodianOrganization.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.subject.administrativeGenderCode.displayName,1,['Male']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.administrationUnitCode.codeSystemName,1,['NCI Thesaurus']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.code.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.routeCode.codeSystem,1,['2.16.840.1.113883.3.26.1.1']
ClinicalDocument.dataEnterer.assignedEntity.id.root,2,"['2.16.840.1.113883.19.5', '2.16.840.1.113883.4.6']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.priorityCode.code,1,['CR']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.value.code,1,['32398004']
ClinicalDocument.recordTarget.patientRole.patient.guardian.addr.city.@value,2,"['Beaverton', 'Blue Bell']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.code.originalText.reference.value,1,"['#result1', '#result2', '#result3']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.id.root,2,['db734647-fc99-424c-a864-7e3cda82e703']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.assignedEntity.telecom.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.author.assignedAuthor.assignedPerson.name.family.@value,1,['Seven']
ClinicalDocument.component.structuredBody.component.section.templateId.root,2,"['1.3.6.1.4.1.19376.1.5.3.1.3.1', '1.3.6.1.4.1.19376.1.5.3.1.3.18', '1.3.6.1.4.1.19376.1.5.3.1.3.4', '2.16.840.1.113883.10.20.2.10', '2.16.840.1.113883.10.20.2.5', '2.16.840.1.113883.10.20.22.2.1.1', '2.16.840.1.113883.10.20.22.2.10', '2.16.840.1.113883.10.20.22.2.11.1', '2.16.840.1.113883.10.20.22.2.13', '2.16.840.1.113883.10.20.22.2.14', '2.16.840.1.113883.10.20.22.2.15', '2.16.840.1.113883.10.20.22.2.17', '2.16.840.1.113883.10.20.22.2.2', '2.16.840.1.113883.10.20.22.2.2.1', '2.16.840.1.113883.10.20.22.2.20', '2.16.840.1.113883.10.20.22.2.22.1', '2.16.840.1.113883.10.20.22.2.3.1', '2.16.840.1.113883.10.20.22.2.4.1', '2.16.840.1.113883.10.20.22.2.41', '2.16.840.1.113883.10.20.22.2.5', '2.16.840.1.113883.10.20.22.2.5.1', '2.16.840.1.113883.10.20.22.2.6.1', '2.16.840.1.113883.10.20.22.2.7', '2.16.840.1.113883.10.20.22.2.7.1', '2.16.840.1.113883.10.20.22.2.8']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.observation.id.root,1,['db734647-fc99-424c-a864-7e3cda82e703']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.code,2,"['43789009', '46680005']"
ClinicalDocument.authenticator.assignedEntity.telecom.use,2,['WP']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.code.code,2,"['324049', '5955009']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.templateId.root,2,"['2.16.840.1.113883.10.20.22.4.32', '2.16.840.1.113883.10.20.22.4.37']"
ClinicalDocument.recordTarget.patientRole.patient.administrativeGenderCode.code,2,"['F', 'M']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.classCode,2,['SPLY']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.addr.city.@value,1,['Blue Bell']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.product.manufacturedProduct.manufacturerOrganization.name.@value,1,['Medication Factory Inc.']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.addr.streetAddressLine.@value,1,['17 Daws Rd.']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.value.codeSystemName,2,['SNOMED CT']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.representedOrganization.addr.state.@value,1,['MA']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.codeSystemName,1,['SNOMED-CT']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.code.displayName,1,['Age']
ClinicalDocument.recordTarget.patientRole.patient.maritalStatusCode.codeSystemName,2,['MaritalStatusCode']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.participant.participantRole.playingEntity.code.originalText.reference.value,2,"['#reaction1', '#reaction2', '#reaction3']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.classCode,1,['SBADM']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.playingEntity.name.@value,2,"['Aerosol', 'Diethylene Glycol']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.moodCode,2,"['EVN', 'RQO']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.code.codeSystemName,1,['HealthcareServiceLocation']
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.id.extension,1,['1234']
ClinicalDocument.component.structuredBody.component.section.text.list.item.@value,2,"['...', 'ABDOMEN: No distension, tenderness, or guarding, obese, pos bowel sounds.', 'Acute on chronic anemia secondary to #1.', 'Azotemia, acute renal failure with volume loss secondary to #1.', 'BACK: Normal to inspection and palpation, without tenderness; no presacral edema.', 'EXTREMITIES: Doughy edema bilaterally, chronic stasis changes, no asymmetrical swelling.', 'HEENT: All normal to examination.', 'Heart:  RRR, no murmur.', 'Hyperkalemia secondary to #3 and on ACE and K+ supplement.', 'If you experience any of the following symptoms, call my office immediately or return to the Emergency Room:\n                        ', 'Other chronic diagnoses as noted above, currently stable.', 'Please monitor your peak flows. If your peak flows drop to 50% of normal, call my office immediately or return to the Emergency Room.', 'Pneumonia: Resolved in March 1998', 'Recurrent GI bleed of unknown etiology; hypotension perhaps secondary to this but as likely secondary to polypharmacy.', 'THORAX & LUNGS:  Clear without rhonchi or wheeze.', 'Take all medications as prescribed.']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.classCode,1,['ACT']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.supply.author.assignedAuthor.assignedPerson.name.given.@value,2,"['Henry', 'Robert']"
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.code.displayName,1,['Complaint']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.code.codeSystem,1,['2.16.840.1.113883.5.111']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.typeCode,1,"['RSON', 'SUBJ']"
ClinicalDocument.component.structuredBody.component.section.entry.act.participant.participantRole.addr.streetAddressLine.@value,1,['17 Daws Rd.']
ClinicalDocument.informant.assignedEntity.assignedPerson.name.family.@value,2,['Seven']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.negationInd,2,['false']
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.typeCode,1,['LOC']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.id.root,2,"['2.16.840.1.113883.19.5', 'c2ee9ee9-ae31-4628-a919-fec1cbb58687']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.specimen.specimenRole.specimenPlayingEntity.code.displayName,1,['colonic polyp sample']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.targetSiteCode.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.informant.assignedEntity.id.root,2,['2.16.840.1.113883.19.5']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.typeCode,2,"['REFR', 'RSON', 'SUBJ']"
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.observation.code.displayName,2,"['Finding', 'Patient Objection']"
ClinicalDocument.component.structuredBody.component.section.entry.act.code.nullFlavor,1,['NA']
ClinicalDocument.recordTarget.patientRole.providerOrganization.name.@value,2,"['Community Health and Hospitals', 'Good Health Clinic']"
ClinicalDocument.component.structuredBody.component.section.entry.procedure.participant.participantRole.playingDevice.code.code,1,['90412006']
ClinicalDocument.recordTarget.patientRole.providerOrganization.addr.streetAddressLine.@value,2,"['1002 Healthcare Dr', '21 North Ave']"
ClinicalDocument.componentOf.encompassingEncounter.responsibleParty.assignedEntity.id.root,1,['2.16.840.1.113883.4.6']
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.representedOrganization.name.@value,1,['Good Health Clinic']
ClinicalDocument.author.assignedAuthor.addr.streetAddressLine.@value,2,"['1002 Healthcare Drive ', '21 North Ave.']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.participant.participantRole.addr.city.@value,1,['Blue Bell']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.performer.assignedEntity.telecom.value,2,['(555)555-555-1234']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.value.type,1,['CD']
ClinicalDocument.authenticator.assignedEntity.addr.state.@value,2,"['MA', 'OR']"
ClinicalDocument.component.structuredBody.component.section.entry.observation.priorityCode.code,1,['CR']
ClinicalDocument.component.structuredBody.component.section.entry.observation.performer.assignedEntity.id.extension,1,['1234']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.observation.value.codeSystem,1,['2.16.840.1.113883.6.96']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.classCode,2,['OBS']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.effectiveTime.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.observation.value.code,1,['419099009']
ClinicalDocument.component.structuredBody.component.section.entry.organizer.code.type,1,['CE']
ClinicalDocument.component.structuredBody.component.section.entry.procedure.code.displayName,2,"['Chest X-Ray', 'Colonic polypectomy', 'Colonoscopy']"
ClinicalDocument.component.structuredBody.component.section.text.list.item.list.item.@value,1,"['Any other unusual problem', 'Dizziness or Light-headedness', 'Fever, chills, or diffuse body aches', 'Pain or redness at the site of any previous intravenous catheter', 'Shortness of Breath']"
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.observation.entryRelationship.observation.code.displayName,2,"['Age', 'Age At Onset', 'Complaint', 'Health status', 'Severity Observation', 'Status']"
ClinicalDocument.authenticator.assignedEntity.addr.postalCode.@value,2,"['02368', '97266']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.subject.relatedSubject.subject.administrativeGenderCode.codeSystem,1,['2.16.840.1.113883.5.1']
ClinicalDocument.informant.assignedEntity.addr.streetAddressLine.@value,2,"['1002 Healthcare Drive ', '21 North Ave.']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.moodCode,2,['EVN']
ClinicalDocument.legalAuthenticator.assignedEntity.addr.country.@value,2,"['US', 'USA']"
ClinicalDocument.component.structuredBody.component.section.entry.organizer.component.observation.entryRelationship.typeCode,1,"['CAUS', 'SUBJ']"
ClinicalDocument.component.structuredBody.component.section.entry.act.performer.assignedEntity.representedOrganization.telecom.nullFlavor,1,['UNK']
ClinicalDocument.componentOf.encompassingEncounter.effectiveTime.low.value,2,"['20050329', '20120806']"
ClinicalDocument.documentationOf.serviceEvent.performer.assignedEntity.code.codeSystem,1,['2.16.840.1.113883.6.101']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.participant.participantRole.addr.country.@value,1,['US']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.entryRelationship.act.code.codeSystem,2,['2.16.840.1.113883.6.96']
ClinicalDocument.code.codeSystemName,2,['LOINC']
ClinicalDocument.component.structuredBody.component.section.entry.act.entryRelationship.substanceAdministration.entryRelationship.supply.performer.time.nullFlavor,1,['UNK']
ClinicalDocument.component.structuredBody.component.section.entry.encounter.entryRelationship.act.entryRelationship.observation.effectiveTime.low.value,1,['20120806']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.participant.participantRole.code.code,2,['412307009']
ClinicalDocument.recordTarget.patientRole.patient.raceCode.codeSystem,2,['2.16.840.1.113883.6.238']
ClinicalDocument.component.structuredBody.component.section.entry.substanceAdministration.maxDoseQuantity.nullFlavor,1,['UNK']
